Exx' Eyy' Et Ezz' 
8.7235000001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
8.7291000001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
8.7291000001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
8.7347000001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
8.7347000001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
8.7403000001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
8.7403000001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
8.7403000001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
8.7511500001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
8.7533100001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
8.8533100001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
8.8939000001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
8.8962600001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
8.8979900001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
8.8998000001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
8.9998000001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
9.0450000001e+00 2.1000000901e-01 2.1000070369e-01 2.1000034109e-01 3.4000011544e-01 
9.0566923080e+00 2.1000000904e-01 2.1000070454e-01 2.1000034153e-01 3.4000011530e-01 
9.0683846159e+00 2.1000000889e-01 2.1000070674e-01 2.1000034255e-01 3.4000011486e-01 
9.0800769237e+00 2.1000000779e-01 2.1000071026e-01 2.1000034375e-01 3.4000011350e-01 
9.0917692316e+00 2.1000000324e-01 2.1000070081e-01 2.1000033679e-01 3.4000011335e-01 
9.1034615395e+00 2.0999999144e-01 2.1000074862e-01 2.1000035517e-01 3.4000015819e-01 
9.1151538474e+00 2.0999998836e-01 2.1000301962e-01 2.1000148923e-01 3.4000053545e-01 
9.1268461553e+00 2.1000002415e-01 2.1002007119e-01 2.1001003339e-01 3.4000076400e-01 
9.1385384632e+00 2.1000002951e-01 2.1005245352e-01 2.1002622583e-01 3.4000091427e-01 
9.1502307711e+00 2.0999996528e-01 2.1005127664e-01 2.1002560484e-01 3.4001021740e-01 
9.1619230790e+00 2.0999993991e-01 2.1003885487e-01 2.1001938180e-01 3.4002196489e-01 
9.1736153869e+00 2.0999994580e-01 2.1004461210e-01 2.1002226220e-01 3.4001690849e-01 
9.1853076948e+00 2.0999998323e-01 2.1005735254e-01 2.1002865001e-01 3.4000289719e-01 
9.1970000026e+00 2.1000000608e-01 2.1003417396e-01 2.1001707307e-01 3.4000074741e-01 
9.2086923105e+00 2.0999995442e-01 2.1000683434e-01 2.1000337767e-01 3.4000087161e-01 
9.2203846184e+00 2.0999992232e-01 2.1000140176e-01 2.1000064526e-01 3.4000034685e-01 
9.2320769263e+00 2.0999993033e-01 2.1000143887e-01 2.1000066793e-01 3.4000024729e-01 
9.2437692342e+00 2.0999993703e-01 2.1000154140e-01 2.1000072266e-01 3.4000024932e-01 
9.2554615421e+00 2.0999993911e-01 2.1000152367e-01 2.1000071490e-01 3.4000025200e-01 
9.2671538500e+00 2.0999993951e-01 2.1000149733e-01 2.1000070195e-01 3.4000025273e-01 
9.2788461579e+00 2.0999993951e-01 2.1000148287e-01 2.1000069473e-01 3.4000025284e-01 
9.2850000003e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.3050000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.3550000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.3550000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.4050000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.4050000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.4750000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.5750000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.5750000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.6100000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.6100000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.6450000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.6450000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.6950000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.6950000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.7450000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.7515000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.7515000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.7515000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.7515000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.7550000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.9450000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.9450000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.9450000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
9.9950000001e+00 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
1.0095000000e+01 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
1.0195000000e+01 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
1.0295000000e+01 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
1.0395000000e+01 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
1.0495000000e+01 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
1.0595000000e+01 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
1.0695000000e+01 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
1.0695000000e+01 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
1.0871140000e+01 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
1.0871140000e+01 2.0999994303e-01 2.1000148202e-01 2.1000069606e-01 3.4000025854e-01 
1.0884720247e+01 2.1003095903e-01 2.1003514762e-01 2.1000069606e-01 3.4000025854e-01 
1.0898300494e+01 2.1039638609e-01 2.1040670578e-01 2.1000069606e-01 3.4000025854e-01 
1.0911880741e+01 2.1312481281e-01 2.1314704681e-01 2.1000069607e-01 3.4000025854e-01 
1.0925460987e+01 2.3077495123e-01 2.3080392707e-01 2.1000069607e-01 3.4000025854e-01 
1.0939041234e+01 3.2026104692e-01 3.2020557243e-01 2.1000069609e-01 3.4000025854e-01 
1.0952621481e+01 5.7842639809e-01 5.7803633283e-01 2.1000069612e-01 3.4000025854e-01 
1.0966201728e+01 9.2180464290e-01 9.2073365532e-01 2.1000069619e-01 3.4000025854e-01 
1.0979781975e+01 1.1555187607e+00 1.1534637965e+00 2.1000069633e-01 3.4000025854e-01 
1.0993362222e+01 1.2759601512e+00 1.2727397960e+00 2.1000069653e-01 3.4000025854e-01 
1.1006942468e+01 1.3329824838e+00 1.3285032751e+00 2.1000069679e-01 3.4000025854e-01 
1.1020522715e+01 1.3495823171e+00 1.3438082365e+00 2.1000069707e-01 3.4000025854e-01 
1.1034102962e+01 1.3314053526e+00 1.3243467490e+00 2.1000069734e-01 3.4000025854e-01 
1.1047683209e+01 1.2729962246e+00 1.2647093617e+00 2.1000069758e-01 3.4000025854e-01 
1.1061263456e+01 1.1517123979e+00 1.1423130572e+00 2.1000069777e-01 3.4000025854e-01 
1.1074843703e+01 9.1851164332e-01 9.0823675997e-01 2.1000069786e-01 3.4000025854e-01 
1.1088423949e+01 5.7774002163e-01 5.6721712578e-01 2.1000069786e-01 3.4000025854e-01 
1.1102004196e+01 3.2217446968e-01 3.1330424058e-01 2.1000069784e-01 3.4000025854e-01 
1.1115584443e+01 2.3276117073e-01 2.2775974670e-01 2.1000069782e-01 3.4000025854e-01 
1.1129164690e+01 2.1423941291e-01 2.1210654532e-01 2.1000069782e-01 3.4000025854e-01 
1.1142744937e+01 2.1095976597e-01 2.1013545297e-01 2.1000069781e-01 3.4000025854e-01 
1.1156325183e+01 2.1034033187e-01 2.1005400532e-01 2.1000069781e-01 3.4000025854e-01 
1.1169905430e+01 2.1020350791e-01 2.1013096049e-01 2.1000069781e-01 3.4000025854e-01 
1.1171140000e+01 2.1020102929e-01 2.1013346598e-01 2.1000069781e-01 3.4000025854e-01 
1.1251740000e+01 2.1020102929e-01 2.1013346598e-01 2.1000069781e-01 3.4000025854e-01 
1.1264055271e+01 2.1020102914e-01 2.1013346584e-01 2.1000069767e-01 3.4000025830e-01 
1.1276370541e+01 2.1020102538e-01 2.1013346208e-01 2.1000069391e-01 3.4000025222e-01 
1.1288685812e+01 2.1020099861e-01 2.1013343534e-01 2.1000066717e-01 3.4000020905e-01 
1.1301001082e+01 2.1020089219e-01 2.1013332892e-01 2.1000056084e-01 3.4000003775e-01 
1.1313316353e+01 2.1020079038e-01 2.1013322693e-01 2.1000045904e-01 3.3999987354e-01 
1.1325631623e+01 2.1020080438e-01 2.1013324081e-01 2.1000047299e-01 3.3999989556e-01 
1.1337946894e+01 2.1020066133e-01 2.1013309782e-01 2.1000033009e-01 3.3999966446e-01 
1.1350262164e+01 2.1019989285e-01 2.1013232954e-01 2.0999956229e-01 3.3999842314e-01 
1.1362577435e+01 2.1019963447e-01 2.1013207111e-01 2.0999930409e-01 3.3999800388e-01 
1.1374892705e+01 2.1019971016e-01 2.1013214674e-01 2.0999937971e-01 3.3999812472e-01 
1.1387207975e+01 2.1019975690e-01 2.1013219349e-01 2.0999942644e-01 3.3999820078e-01 
1.1399523246e+01 2.1019991335e-01 2.1013235019e-01 2.0999958296e-01 3.3999845344e-01 
1.1411838516e+01 2.1019943193e-01 2.1013186928e-01 2.0999910223e-01 3.3999767765e-01 
1.1424153787e+01 2.1019808764e-01 2.1013052550e-01 2.0999775926e-01 3.3999550683e-01 
1.1436469057e+01 2.1019710771e-01 2.1012954597e-01 2.0999678033e-01 3.3999392669e-01 
1.1448784328e+01 2.1019708269e-01 2.1012952156e-01 2.0999675572e-01 3.3999388714e-01 
1.1461099598e+01 2.1019717352e-01 2.1012961284e-01 2.0999684675e-01 3.3999403413e-01 
1.1473414869e+01 2.1019717601e-01 2.1012961544e-01 2.0999684931e-01 3.3999403921e-01 
1.1485730139e+01 2.1019717311e-01 2.1012961255e-01 2.0999684642e-01 3.3999403487e-01 
1.1498045410e+01 2.1019717215e-01 2.1012961159e-01 2.0999684545e-01 3.3999403338e-01 
1.1501740000e+01 2.1019717206e-01 2.1012961150e-01 2.0999684537e-01 3.3999403325e-01 
1.1556940000e+01 2.1019717206e-01 2.1012961150e-01 2.0999684537e-01 3.3999403325e-01 
1.1570517586e+01 2.1006904979e-01 2.1035466343e-01 2.0999684537e-01 3.3999403325e-01 
1.1584095172e+01 2.1016139686e-01 2.1133192970e-01 2.0999684537e-01 3.3999403325e-01 
1.1597672758e+01 2.1302208544e-01 2.1637312594e-01 2.0999684537e-01 3.3999403325e-01 
1.1611250344e+01 2.3581450845e-01 2.4382496706e-01 2.0999684536e-01 3.3999403325e-01 
1.1624827930e+01 3.5337142458e-01 3.6696940012e-01 2.0999684535e-01 3.3999403325e-01 
1.1638405516e+01 6.7842379680e-01 6.9445427345e-01 2.0999684534e-01 3.3999403325e-01 
1.1651983102e+01 1.1023197102e+00 1.1189353054e+00 2.0999684536e-01 3.3999403325e-01 
1.1665560688e+01 1.3905353003e+00 1.4072497334e+00 2.0999684552e-01 3.3999403325e-01 
1.1679138274e+01 1.5396358654e+00 1.5561950753e+00 2.0999684582e-01 3.3999403325e-01 
1.1692715860e+01 1.6101432970e+00 1.6263150651e+00 2.0999684620e-01 3.3999403325e-01 
1.1706293447e+01 1.6299174970e+00 1.6454772126e+00 2.0999684661e-01 3.3999403325e-01 
1.1719871033e+01 1.6058293648e+00 1.6205706851e+00 2.0999684703e-01 3.3999403325e-01 
1.1733448619e+01 1.5314004033e+00 1.5451514001e+00 2.0999684742e-01 3.3999403325e-01 
1.1747026205e+01 1.3794587922e+00 1.3921051565e+00 2.0999684772e-01 3.3999403325e-01 
1.1760603791e+01 1.0910048222e+00 1.1025200238e+00 2.0999684791e-01 3.3999403325e-01 
1.1774181377e+01 6.7101040166e-01 6.8137040840e-01 2.0999684798e-01 3.3999403325e-01 
1.1787758963e+01 3.5117367540e-01 3.5957312297e-01 2.0999684800e-01 3.3999403325e-01 
1.1801336549e+01 2.3602076615e-01 2.4082835193e-01 2.0999684801e-01 3.3999403325e-01 
1.1814914135e+01 2.1335709766e-01 2.1535009639e-01 2.0999684801e-01 3.3999403325e-01 
1.1828491721e+01 2.1025600648e-01 2.1096665195e-01 2.0999684801e-01 3.3999403325e-01 
1.1842069307e+01 2.1001216220e-01 2.1021054483e-01 2.0999684801e-01 3.3999403325e-01 
1.1855646893e+01 2.1006690366e-01 2.1006830944e-01 2.0999684801e-01 3.3999403325e-01 
1.1856940000e+01 2.1006924364e-01 2.1006592837e-01 2.0999684801e-01 3.3999403325e-01 
1.1937540000e+01 2.1006924364e-01 2.1006592837e-01 2.0999684801e-01 3.3999403325e-01 
1.1949782268e+01 2.1006924306e-01 2.1006592776e-01 2.0999684742e-01 3.3999403231e-01 
1.1962024536e+01 2.1006923666e-01 2.1006592116e-01 2.0999684092e-01 3.3999402280e-01 
1.1974266804e+01 2.1006919827e-01 2.1006588226e-01 2.0999680229e-01 3.3999396860e-01 
1.1986509071e+01 2.1006906425e-01 2.1006574932e-01 2.0999666885e-01 3.3999378632e-01 
1.1998751339e+01 2.1006897869e-01 2.1006567439e-01 2.0999658863e-01 3.3999366227e-01 
1.2010993607e+01 2.1006908659e-01 2.1006579125e-01 2.0999670098e-01 3.3999382427e-01 
1.2023235875e+01 2.1006858532e-01 2.1006528916e-01 2.0999619946e-01 3.3999302404e-01 
1.2035478143e+01 2.1006697143e-01 2.1006367025e-01 2.0999458361e-01 3.3999044878e-01 
1.2047720411e+01 2.1006644160e-01 2.1006314112e-01 2.0999405431e-01 3.3998957103e-01 
1.2059962678e+01 2.1006655666e-01 2.1006325987e-01 2.0999417117e-01 3.3998973081e-01 
1.2072204946e+01 2.1006661923e-01 2.1006332707e-01 2.0999423603e-01 3.3998983663e-01 
1.2084447214e+01 2.1006683193e-01 2.1006355269e-01 2.0999445512e-01 3.3999017675e-01 
1.2096689482e+01 2.1006614812e-01 2.1006287878e-01 2.0999377649e-01 3.3998909581e-01 
1.2108931750e+01 2.1006389033e-01 2.1006062209e-01 2.0999152002e-01 3.3998547372e-01 
1.2121174018e+01 2.1006193481e-01 2.1005866919e-01 2.0998956646e-01 3.3998234931e-01 
1.2133416286e+01 2.1006161370e-01 2.1005836002e-01 2.0998925143e-01 3.3998184356e-01 
1.2145658553e+01 2.1006176550e-01 2.1005852036e-01 2.0998940745e-01 3.3998208115e-01 
1.2157900821e+01 2.1006178241e-01 2.1005853904e-01 2.0998942524e-01 3.3998211272e-01 
1.2170143089e+01 2.1006177989e-01 2.1005853671e-01 2.0998942282e-01 3.3998211060e-01 
1.2182385357e+01 2.1006177862e-01 2.1005853544e-01 2.0998942154e-01 3.3998210899e-01 
1.2187540000e+01 2.1006177842e-01 2.1005853524e-01 2.0998942134e-01 3.3998210873e-01 
1.2242740000e+01 2.1006177842e-01 2.1005853524e-01 2.0998942134e-01 3.3998210873e-01 
1.2256693488e+01 2.1005782017e-01 2.1018481151e-01 2.0998942134e-01 3.3998210873e-01 
1.2270646977e+01 2.1061828120e-01 2.1106991913e-01 2.0998942134e-01 3.3998210873e-01 
1.2284600465e+01 2.1583789043e-01 2.1708273345e-01 2.0998942134e-01 3.3998210873e-01 
1.2298553953e+01 2.5165600455e-01 2.5449329084e-01 2.0998942135e-01 3.3998210873e-01 
1.2312507442e+01 4.1827402776e-01 4.2269266133e-01 2.0998942135e-01 3.3998210873e-01 
1.2326460930e+01 8.2758832156e-01 8.3272968494e-01 2.0998942138e-01 3.3998210873e-01 
1.2340414418e+01 1.2958124140e+00 1.3015490905e+00 2.0998942149e-01 3.3998210873e-01 
1.2354367907e+01 1.5858749402e+00 1.5923254217e+00 2.0998942178e-01 3.3998210873e-01 
1.2368321395e+01 1.7313182277e+00 1.7385305932e+00 2.0998942222e-01 3.3998210873e-01 
1.2382274883e+01 1.7961756299e+00 1.8041331364e+00 2.0998942276e-01 3.3998210873e-01 
1.2396228372e+01 1.8052383728e+00 1.8138849319e+00 2.0998942332e-01 3.3998210873e-01 
1.2410181860e+01 1.7617748662e+00 1.7710278683e+00 2.0998942387e-01 3.3998210873e-01 
1.2424135348e+01 1.6515321685e+00 1.6612878584e+00 2.0998942435e-01 3.3998210873e-01 
1.2438088837e+01 1.4279582323e+00 1.4380865044e+00 2.0998942468e-01 3.3998210873e-01 
1.2452042325e+01 1.0210290710e+00 1.0313240850e+00 2.0998942483e-01 3.3998210873e-01 
1.2465995813e+01 5.4860503464e-01 5.5848439137e-01 2.0998942485e-01 3.3998210873e-01 
1.2479949302e+01 2.9069247370e-01 2.9824742136e-01 2.0998942485e-01 3.3998210873e-01 
1.2493902790e+01 2.2197271452e-01 2.2574836193e-01 2.0998942485e-01 3.3998210873e-01 
1.2507856278e+01 2.1114620319e-01 2.1262429129e-01 2.0998942485e-01 3.3998210873e-01 
1.2521809766e+01 2.0998078673e-01 2.1050123336e-01 2.0998942485e-01 3.3998210873e-01 
1.2535763255e+01 2.0998926430e-01 2.1013848612e-01 2.0998942485e-01 3.3998210873e-01 
1.2542740000e+01 2.1002225096e-01 2.1009541793e-01 2.0998942485e-01 3.3998210873e-01 
1.2623340000e+01 2.1002225096e-01 2.1009541793e-01 2.0998942485e-01 3.3998210873e-01 
1.2635840000e+01 2.1002224969e-01 2.1009541668e-01 2.0998942359e-01 3.3998210663e-01 
1.2648340000e+01 2.1002224047e-01 2.1009540751e-01 2.0998941439e-01 3.3998209119e-01 
1.2660840001e+01 2.1002219738e-01 2.1009536447e-01 2.0998937134e-01 3.3998201820e-01 
1.2673340001e+01 2.1002210241e-01 2.1009526814e-01 2.0998927582e-01 3.3998185497e-01 
1.2685840001e+01 2.1002227125e-01 2.1009543122e-01 2.0998944211e-01 3.3998213308e-01 
1.2698340001e+01 2.1002230493e-01 2.1009546194e-01 2.0998947452e-01 3.3998219117e-01 
1.2710840001e+01 2.1002081634e-01 2.1009397403e-01 2.0998798674e-01 3.3997977276e-01 
1.2723340002e+01 2.1001864533e-01 2.1009180426e-01 2.0998581700e-01 3.3997623843e-01 
1.2735840002e+01 2.1001835273e-01 2.1009151051e-01 2.0998552402e-01 3.3997578011e-01 
1.2748340002e+01 2.1001847611e-01 2.1009163228e-01 2.0998564663e-01 3.3997598990e-01 
1.2760840002e+01 2.1001856690e-01 2.1009172011e-01 2.0998573605e-01 3.3997613744e-01 
1.2773340002e+01 2.1001877425e-01 2.1009191970e-01 2.0998593980e-01 3.3997648328e-01 
1.2785840003e+01 2.1001757604e-01 2.1009071638e-01 2.0998473960e-01 3.3997452957e-01 
1.2798340003e+01 2.1001485234e-01 2.1008799105e-01 2.0998201600e-01 3.3997010269e-01 
1.2810840003e+01 2.1001282286e-01 2.1008595922e-01 2.0997998610e-01 3.3996679268e-01 
1.2823340003e+01 2.1001268771e-01 2.1008581843e-01 2.0997984845e-01 3.3996658554e-01 
1.2835840003e+01 2.1001281502e-01 2.1008594287e-01 2.0997997440e-01 3.3996680157e-01 
1.2848340003e+01 2.1001282812e-01 2.1008595539e-01 2.0997998723e-01 3.3996682256e-01 
1.2860840004e+01 2.1001282733e-01 2.1008595452e-01 2.0997998640e-01 3.3996682079e-01 
1.2873340000e+01 2.1001282657e-01 2.1008595376e-01 2.0997998564e-01 3.3996681941e-01 
1.2928540000e+01 2.1001282657e-01 2.1008595376e-01 2.0997998564e-01 3.3996681941e-01 
1.2943080817e+01 2.0997786499e-01 2.1027953444e-01 2.0997998565e-01 3.3996681941e-01 
1.2957621633e+01 2.1067894284e-01 2.1158269362e-01 2.0997998565e-01 3.3996681941e-01 
1.2972162450e+01 2.1823679742e-01 2.2067736026e-01 2.0997998565e-01 3.3996681941e-01 
1.2986703267e+01 2.7273262505e-01 2.7813084556e-01 2.0997998566e-01 3.3996681941e-01 
1.3001244083e+01 5.1103922080e-01 5.1893966428e-01 2.0997998569e-01 3.3996681941e-01 
1.3015784900e+01 1.0168476048e+00 1.0262526280e+00 2.0997998578e-01 3.3996681941e-01 
1.3030325717e+01 1.4940782069e+00 1.5052852797e+00 2.0997998601e-01 3.3996681941e-01 
1.3044866533e+01 1.7562478179e+00 1.7695832292e+00 2.0997998645e-01 3.3996681941e-01 
1.3059407350e+01 1.8815295807e+00 1.8970562063e+00 2.0997998706e-01 3.3996681941e-01 
1.3073948167e+01 1.9288668360e+00 1.9464840153e+00 2.0997998775e-01 3.3996681941e-01 
1.3088488983e+01 1.9157104616e+00 1.9352167340e+00 2.0997998844e-01 3.3996681941e-01 
1.3103029800e+01 1.8370004610e+00 1.8581216619e+00 2.0997998908e-01 3.3996681941e-01 
1.3117570617e+01 1.6586214994e+00 1.6810176558e+00 2.0997998958e-01 3.3996681941e-01 
1.3132111433e+01 1.2969298018e+00 1.3201497480e+00 2.0997998983e-01 3.3996681941e-01 
1.3146652250e+01 7.5381541980e-01 7.7697354142e-01 2.0997998983e-01 3.3996681941e-01 
1.3161193067e+01 3.5962879147e-01 3.7966443741e-01 2.0997998979e-01 3.3996681941e-01 
1.3175733883e+01 2.3214942743e-01 2.4363435993e-01 2.0997998977e-01 3.3996681941e-01 
1.3190274700e+01 2.1163031935e-01 2.1617420517e-01 2.0997998976e-01 3.3996681941e-01 
1.3204815517e+01 2.0992891786e-01 2.1145999295e-01 2.0997998976e-01 3.3996681941e-01 
1.3219356333e+01 2.1015429476e-01 2.1054739257e-01 2.0997998976e-01 3.3996681941e-01 
1.3228540000e+01 2.1028034349e-01 2.1039332915e-01 2.0997998976e-01 3.3996681941e-01 
1.3309140000e+01 2.1028034349e-01 2.1039332915e-01 2.0997998976e-01 3.3996681941e-01 
1.3322859512e+01 2.1028034050e-01 2.1039332615e-01 2.0997998677e-01 3.3996681405e-01 
1.3336579024e+01 2.1028032394e-01 2.1039330964e-01 2.0997997026e-01 3.3996678412e-01 
1.3350298537e+01 2.1028028083e-01 2.1039326783e-01 2.0997992785e-01 3.3996670165e-01 
1.3364018049e+01 2.1028049855e-01 2.1039349423e-01 2.0998014939e-01 3.3996705263e-01 
1.3377737561e+01 2.1028049495e-01 2.1039350154e-01 2.0998015101e-01 3.3996705806e-01 
1.3391457073e+01 2.1027677467e-01 2.1038978131e-01 2.0997643703e-01 3.3996101758e-01 
1.3405176585e+01 2.1027127128e-01 2.1038427493e-01 2.0997094152e-01 3.3995206811e-01 
1.3418896097e+01 2.1026990624e-01 2.1038291280e-01 2.0996958025e-01 3.3994987824e-01 
1.3432615609e+01 2.1027014217e-01 2.1038315155e-01 2.0996981712e-01 3.3995028854e-01 
1.3446335122e+01 2.1027027578e-01 2.1038328798e-01 2.0996995181e-01 3.3995050731e-01 
1.3460054634e+01 2.1027051619e-01 2.1038353434e-01 2.0997019451e-01 3.3995091053e-01 
1.3473774146e+01 2.1026808763e-01 2.1038110625e-01 2.0996777017e-01 3.3994695736e-01 
1.3487493658e+01 2.1026327063e-01 2.1037628680e-01 2.0996296011e-01 3.3993914229e-01 
1.3501213170e+01 2.1026039738e-01 2.1037341431e-01 2.0996009209e-01 3.3993447290e-01 
1.3514932682e+01 2.1026048852e-01 2.1037350837e-01 2.0996018443e-01 3.3993464993e-01 
1.3528652194e+01 2.1026058566e-01 2.1037360625e-01 2.0996028172e-01 3.3993481420e-01 
1.3542371707e+01 2.1026059403e-01 2.1037361470e-01 2.0996029012e-01 3.3993482786e-01 
1.3556091219e+01 2.1026059373e-01 2.1037361441e-01 2.0996028982e-01 3.3993482724e-01 
1.3559140000e+01 2.1026059361e-01 2.1037361429e-01 2.0996028970e-01 3.3993482704e-01 
1.3614340000e+01 2.1026059361e-01 2.1037361429e-01 2.0996028970e-01 3.3993482704e-01 
1.3630316332e+01 2.1075928956e-01 2.1014663004e-01 2.0996028970e-01 3.3993482704e-01 
1.3646292664e+01 2.1379171845e-01 2.1108398532e-01 2.0996028970e-01 3.3993482704e-01 
1.3662268996e+01 2.3576394763e-01 2.2757263227e-01 2.0996028969e-01 3.3993482704e-01 
1.3678245329e+01 3.7193781766e-01 3.5612781756e-01 2.0996028966e-01 3.3993482704e-01 
1.3694221661e+01 8.3575782008e-01 8.1755160011e-01 2.0996028961e-01 3.3993482704e-01 
1.3710197993e+01 1.4976839057e+00 1.4801622756e+00 2.0996028963e-01 3.3993482704e-01 
1.3726174325e+01 1.9135236738e+00 1.8976452210e+00 2.0996028999e-01 3.3993482704e-01 
1.3742150657e+01 2.1083785767e+00 2.0946183497e+00 2.0996029066e-01 3.3993482704e-01 
1.3758126989e+01 2.1886017399e+00 2.1772611793e+00 2.0996029149e-01 3.3993482704e-01 
1.3774103321e+01 2.1873319674e+00 2.1785966914e+00 2.0996029237e-01 3.3993482704e-01 
1.3790079653e+01 2.0971333015e+00 2.0910677632e+00 2.0996029318e-01 3.3993482704e-01 
1.3806055986e+01 1.8595748503e+00 1.8560770821e+00 2.0996029381e-01 3.3993482704e-01 
1.3822032318e+01 1.3403856547e+00 1.3390604291e+00 2.0996029416e-01 3.3993482704e-01 
1.3838008650e+01 6.6144149584e-01 6.6149776771e-01 2.0996029429e-01 3.3993482704e-01 
1.3853984982e+01 3.0487678372e-01 3.0544846623e-01 2.0996029434e-01 3.3993482704e-01 
1.3869961314e+01 2.2197193563e-01 2.2240444484e-01 2.0996029436e-01 3.3993482704e-01 
1.3885937646e+01 2.1112877655e-01 2.1136040466e-01 2.0996029437e-01 3.3993482704e-01 
1.3901913978e+01 2.1009120150e-01 2.1022619771e-01 2.0996029437e-01 3.3993482704e-01 
1.3914340000e+01 2.1004913754e-01 2.1015314811e-01 2.0996029437e-01 3.3993482704e-01 
1.3994940000e+01 2.1004913754e-01 2.1015314811e-01 2.0996029437e-01 3.3993482704e-01 
1.4009124397e+01 2.1004913414e-01 2.1015314472e-01 2.0996029098e-01 3.3993482170e-01 
1.4023308794e+01 2.1004912860e-01 2.1015313931e-01 2.0996028551e-01 3.3993481331e-01 
1.4037493190e+01 2.1004922125e-01 2.1015323330e-01 2.0996037872e-01 3.3993496266e-01 
1.4051677587e+01 2.1004970969e-01 2.1015372810e-01 2.0996086978e-01 3.3993573920e-01 
